,gadget,val1,val2,val3,val4,val5
699,"['ptr_compare_2', '(', 'size_t', '*', 'compare_length', ',', 'uchar', '*', '*', 'a', ',', 'uchar', '*', '*', 'b', ')', '{', 'reg3', 'int', 'length', '=', '*', 'compare_length', '-', '2', ';', 'reg1', 'uchar', '*', 'first', ',', '*', 'last', ';', 'first', '=', '*', 'a', '+', '2', ';', 'last', '=', '*', 'b', '+', '2', ';', 'cmp', '(', '-', '2', ')', ';', 'cmp', '(', '-', '1', ')', ';', 'loop', ':', 'cmp', '(', '0', ')', ';', 'cmp', '(', '1', ')', ';', 'cmp', '(', '2', ')', ';', 'cmp', '(', '3', ')', ';', 'if', '(', '(', 'length', '-=', '4', ')', ')', '{', 'first', '+=', '4', ';', 'last', '+=', '4', ';', 'goto', 'loop', ';', '}', 'return', '(', '0', ')', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
700,"['scrsendconfig', '(', 'Scrn', '*', 's', ')', '{', 'Client', '*', 'c', ';', 'for', '(', 'c', '=', 'clients', ';', 'c', ';', 'c', '=', 'c', '->', 'next', ')', 'if', '(', 'c', '->', 'scr', '==', 's', ')', 'sendconfig', '(', 'c', ')', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
701,"['slapi_filter_dup', '(', 'Slapi_Filter', '*', 'f', ')', '{', 'Slapi_Filter', '*', 'out', '=', '0', ';', 'struct', 'slapi_filter', '*', 'fl', '=', '0', ';', 'struct', 'slapi_filter', '*', '*', 'outl', '=', '0', ';', 'struct', 'slapi_filter', '*', 'lastout', '=', '0', ';', 'if', '(', 'f', '==', 'NULL', ')', '{', 'return', 'NULL', ';', '}', 'out', '=', '(', 'struct', 'slapi_filter', '*', ')', 'slapi_ch_calloc', '(', '1', ',', 'sizeof', '(', 'struct', 'slapi_filter', ')', ')', ';', 'if', '(', 'out', '==', 'NULL', ')', '{', 'LDAPDebug', '(', 'LDAP_DEBUG_ANY', ',', '""""', ',', '0', ',', '0', ',', '0', ')', ';', 'return', 'NULL', ';', '}', 'out', '->', 'f_choice', '=', 'f', '->', 'f_choice', ';', 'out', '->', 'f_hash', '=', 'f', '->', 'f_hash', ';', 'out', '->', 'f_flags', '=', 'f', '->', 'f_flags', ';', 'LDAPDebug', '(', 'LDAP_DEBUG_FILTER', ',', '""""', ',', 'f', '->', 'f_choice', ',', '0', ',', '0', ')', ';', 'switch', '(', 'f', '->', 'f_choice', ')', '{', 'case', 'LDAP_FILTER_EQUALITY', ':', 'case', 'LDAP_FILTER_GE', ':', 'case', 'LDAP_FILTER_LE', ':', 'case', 'LDAP_FILTER_APPROX', ':', 'out', '->', 'f_ava', '.', 'ava_type', '=', 'slapi_ch_strdup', '(', 'f', '->', 'f_ava', '.', 'ava_type', ')', ';', 'slapi_ber_bvcpy', '(', '&', 'out', '->', 'f_ava', '.', 'ava_value', ',', '&', 'f', '->', 'f_ava', '.', 'ava_value', ')', ';', 'break', ';', 'case', 'LDAP_FILTER_SUBSTRINGS', ':', 'out', '->', 'f_sub_type', '=', 'slapi_ch_strdup', '(', 'f', '->', 'f_sub_type', ')', ';', 'out', '->', 'f_sub_initial', '=', 'slapi_ch_strdup', '(', 'f', '->', 'f_sub_initial', ')', ';', 'out', '->', 'f_sub_any', '=', 'charray_dup', '(', 'f', '->', 'f_sub_any', ')', ';', 'out', '->', 'f_sub_final', '=', 'slapi_ch_strdup', '(', 'f', '->', 'f_sub_final', ')', ';', 'break', ';', 'case', 'LDAP_FILTER_PRESENT', ':', 'out', '->', 'f_type', '=', 'slapi_ch_strdup', '(', 'f', '->', 'f_type', ')', ';', 'break', ';', 'case', 'LDAP_FILTER_AND', ':', 'case', 'LDAP_FILTER_OR', ':', 'case', 'LDAP_FILTER_NOT', ':', 'outl', '=', '&', 'out', '->', 'f_list', ';', 'for', '(', 'fl', '=', 'f', '->', 'f_list', ';', 'fl', '!=', 'NULL', ';', 'fl', '=', 'fl', '->', 'f_next', ')', '{', '(', '*', 'outl', ')', '=', 'slapi_filter_dup', '(', 'fl', ')', ';', '(', '*', 'outl', ')', '->', 'f_next', '=', '0', ';', 'if', '(', 'lastout', ')', 'lastout', '->', 'f_next', '=', '*', 'outl', ';', 'lastout', '=', '*', 'outl', ';', 'outl', '=', '&', '(', '(', '*', 'outl', ')', '->', 'f_next', ')', ';', '}', 'break', ';', 'case', 'LDAP_FILTER_EXTENDED', ':', 'out', '->', 'f_mr_oid', '=', 'slapi_ch_strdup', '(', 'f', '->', 'f_mr_oid', ')', ';', 'out', '->', 'f_mr_type', '=', 'slapi_ch_strdup', '(', 'f', '->', 'f_mr_type', ')', ';', 'slapi_ber_bvcpy', '(', '&', 'out', '->', 'f_mr_value', ',', '&', 'f', '->', 'f_mr_value', ')', ';', 'out', '->', 'f_mr_dnAttrs', '=', 'f', '->', 'f_mr_dnAttrs', ';', 'if', '(', 'f', '->', 'f_mr', '.', 'mrf_match', ')', '{', 'int', 'rc', '=', 'plugin_mr_filter_create', '(', '&', 'out', '->', 'f_mr', ')', ';', 'LDAPDebug1Arg', '(', 'LDAP_DEBUG_FILTER', ',', '""""', ',', 'rc', ')', ';', '}', 'break', ';', 'default', ':', 'LDAPDebug', '(', 'LDAP_DEBUG_FILTER', ',', '""""', ',', 'f', '->', 'f_choice', ',', '0', ',', '0', ')', ';', 'break', ';', '}', 'return', 'out', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  True,CWE-other  True
702,"['pwm_export_child', '(', 'struct', 'device', '*', 'parent', ',', 'struct', 'pwm_device', '*', 'pwm', ')', '{', 'struct', 'pwm_export', '*', 'export', ';', 'int', 'ret', ';', 'if', '(', 'test_and_set_bit', '(', 'PWMF_EXPORTED', ',', '&', 'pwm', '->', 'flags', ')', ')', 'return', '-', 'EBUSY', ';', 'export', '=', 'kzalloc', '(', 'sizeof', '(', '*', 'export', ')', ',', 'GFP_KERNEL', ')', ';', 'if', '(', '!export', ')', '{', 'clear_bit', '(', 'PWMF_EXPORTED', ',', '&', 'pwm', '->', 'flags', ')', ';', 'return', '-', 'ENOMEM', ';', '}', 'export', '->', 'pwm', '=', 'pwm', ';', 'export', '->', 'child', '.', 'release', '=', 'pwm_export_release', ';', 'export', '->', 'child', '.', 'parent', '=', 'parent', ';', 'export', '->', 'child', '.', 'devt', '=', 'MKDEV', '(', '0', ',', '0', ')', ';', 'export', '->', 'child', '.', 'groups', '=', 'pwm_groups', ';', 'dev_set_name', '(', '&', 'export', '->', 'child', ',', '""""', ',', 'pwm', '->', 'hwpwm', ')', ';', 'ret', '=', 'device_register', '(', '&', 'export', '->', 'child', ')', ';', 'if', '(', 'ret', ')', '{', 'clear_bit', '(', 'PWMF_EXPORTED', ',', '&', 'pwm', '->', 'flags', ')', ';', 'kfree', '(', 'export', ')', ';', 'return', 'ret', ';', '}', 'return', '0', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
703,"['checkVarFuncNullUB', '(', ')', '{', 'if', '(', '!_settings', '->', 'isEnabled', '(', '""""', ')', ')', 'return', ';', 'const', 'SymbolDatabase', '*', 'symbolDatabase', '=', '_tokenizer', '->', 'getSymbolDatabase', '(', ')', ';', 'const', 'std', ':', ':', 'size_t', 'functions', '=', 'symbolDatabase', '->', 'functionScopes', '.', 'size', '(', ')', ';', 'for', '(', 'std', ':', ':', 'size_t', 'i', '=', '0', ';', 'i', '<', 'functions', ';', '++', 'i', ')', '{', 'const', 'Scope', '*', 'scope', '=', 'symbolDatabase', '->', 'functionScopes', '[', 'i', ']', ';', 'for', '(', 'const', 'Token', '*', 'tok', '=', 'scope', '->', 'classStart', ';', 'tok', '!=', 'scope', '->', 'classEnd', ';', 'tok', '=', 'tok', '->', 'next', '(', ')', ')', '{', '/', '/', 'Is', 'NULL', 'passed', 'to', 'a', 'function', '?', 'if', '(', 'Token', ':', ':', 'Match', '(', 'tok', ',', '""""', ')', ')', '{', '/', '/', 'Locate', 'function', 'name', 'in', 'this', 'function', 'call', '.', 'const', 'Token', '*', 'ftok', '=', 'tok', ';', 'std', ':', ':', 'size_t', 'argnr', '=', '1', ';', 'while', '(', 'ftok', '&&', 'ftok', '->', 'str', '(', ')', '!=', '""""', ')', '{', 'if', '(', 'ftok', '->', 'str', '(', ')', '==', '""""', ')', 'ftok', '=', 'ftok', '->', 'link', '(', ')', ';', 'else', 'if', '(', 'ftok', '->', 'str', '(', ')', '==', '""""', ')', '++', 'argnr', ';', 'ftok', '=', 'ftok', '->', 'previous', '(', ')', ';', '}', 'ftok', '=', 'ftok', '?', 'ftok', '->', 'previous', '(', ')', ':', 'NULL', ';', 'if', '(', 'ftok', '&&', 'ftok', '->', 'isName', '(', ')', ')', '{', '/', '/', 'If', 'this', 'is', 'a', 'variadic', 'function', 'then', 'report', 'const', 'Function', '*', 'f', '=', 'ftok', '->', 'function', '(', ')', ';', 'if', '(', 'f', '&&', 'f', '->', 'argCount', '(', ')', '<=', 'argnr', ')', '{', 'const', 'Token', '*', 'tok2', '=', 'f', '->', 'argDef', ';', 'tok2', '=', 'tok2', '?', 'tok2', '->', 'link', '(', ')', ':', 'NULL', ';', '/', '/', 'goto', 'if', '(', 'Token', ':', ':', 'simpleMatch', '(', 'tok2', '->', 'tokAt', '(', '-', '3', ')', ',', '""""', ')', ')', 'varFuncNullUBError', '(', 'tok', ')', ';', '}', '}', '}', '}', '}', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  True,CWE-other  True
704,"['gst_matroska_mux_create_buffer_header', '(', 'GstMatroskaTrackContext', '*', 'track', ',', 'gint16', 'relative_timestamp', ',', 'int', 'flags', ')', '{', 'GstBuffer', '*', 'hdr', ';', 'hdr', '=', 'gst_buffer_new_and_alloc', '(', '4', ')', ';', 'GST_BUFFER_DATA', '(', 'hdr', ')', '[', '0', ']', '=', 'track', '->', 'num', '|', '0x80', ';', 'GST_WRITE_UINT16_BE', '(', 'GST_BUFFER_DATA', '(', 'hdr', ')', '+', '1', ',', 'relative_timestamp', ')', ';', 'GST_BUFFER_DATA', '(', 'hdr', ')', '[', '3', ']', '=', 'flags', ';', 'return', 'hdr', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
705,"['pixcompGetDimensions', '(', 'PIXC', '*', 'pixc', ',', 'l_int32', '*', 'pw', ',', 'l_int32', '*', 'ph', ',', 'l_int32', '*', 'pd', ')', '{', 'PROCNAME', '(', '""""', ')', ';', 'if', '(', '!pixc', ')', 'return', 'ERROR_INT', '(', '""""', ',', 'procName', ',', '1', ')', ';', 'if', '(', 'pw', ')', '*', 'pw', '=', 'pixc', '->', 'w', ';', 'if', '(', 'ph', ')', '*', 'ph', '=', 'pixc', '->', 'h', ';', 'if', '(', 'pd', ')', '*', 'pd', '=', 'pixc', '->', 'd', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
706,"['adnp_irq', '(', 'int', 'irq', ',', 'void', '*', 'data', ')', '{', 'struct', 'adnp', '*', 'adnp', '=', 'data', ';', 'unsigned', 'int', 'num_regs', ',', 'i', ';', 'num_regs', '=', '1', '<<', 'adnp', '->', 'reg_shift', ';', 'for', '(', 'i', '=', '0', ';', 'i', '<', 'num_regs', ';', 'i', '++', ')', '{', 'unsigned', 'int', 'base', '=', 'i', '<<', 'adnp', '->', 'reg_shift', ',', 'bit', ';', 'u8', 'changed', ',', 'level', ',', 'isr', ',', 'ier', ';', 'unsigned', 'long', 'pending', ';', 'int', 'err', ';', 'mutex_lock', '(', '&', 'adnp', '->', 'i2c_lock', ')', ';', 'err', '=', 'adnp_read', '(', 'adnp', ',', 'GPIO_PLR', '(', 'adnp', ')', '+', 'i', ',', '&', 'level', ')', ';', 'if', '(', 'err', '<', '0', ')', '{', 'mutex_unlock', '(', '&', 'adnp', '->', 'i2c_lock', ')', ';', 'continue', ';', '}', 'err', '=', 'adnp_read', '(', 'adnp', ',', 'GPIO_ISR', '(', 'adnp', ')', '+', 'i', ',', '&', 'isr', ')', ';', 'if', '(', 'err', '<', '0', ')', '{', 'mutex_unlock', '(', '&', 'adnp', '->', 'i2c_lock', ')', ';', 'continue', ';', '}', 'err', '=', 'adnp_read', '(', 'adnp', ',', 'GPIO_IER', '(', 'adnp', ')', '+', 'i', ',', '&', 'ier', ')', ';', 'if', '(', 'err', '<', '0', ')', '{', 'mutex_unlock', '(', '&', 'adnp', '->', 'i2c_lock', ')', ';', 'continue', ';', '}', 'mutex_unlock', '(', '&', 'adnp', '->', 'i2c_lock', ')', ';', 'changed', '=', 'level', '^', 'adnp', '->', 'irq_level', '[', 'i', ']', ';', 'pending', '=', 'changed', '&', '(', '(', 'adnp', '->', 'irq_fall', '[', 'i', ']', '&', '~level', ')', '|', '(', 'adnp', '->', 'irq_rise', '[', 'i', ']', '&', 'level', ')', ')', ';', 'pending', '|=', '(', 'adnp', '->', 'irq_high', '[', 'i', ']', '&', 'level', ')', '|', '(', 'adnp', '->', 'irq_low', '[', 'i', ']', '&', '~level', ')', ';', 'pending', '&=', 'isr', '&', 'ier', ';', 'for_each_set_bit', '(', 'bit', ',', '&', 'pending', ',', '8', ')', '{', 'unsigned', 'int', 'child_irq', ';', 'child_irq', '=', 'irq_find_mapping', '(', 'adnp', '->', 'gpio', '.', 'irqdomain', ',', 'base', '+', 'bit', ')', ';', 'handle_nested_irq', '(', 'child_irq', ')', ';', '}', '}', 'return', 'IRQ_HANDLED', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
707,"['vlog_verbose', '(', 'const', 'char', '*', 'prefix', ',', 'const', 'char', '*', 'pattern', ',', 'va_list', 'ap', ')', '{', 'if', '(', 'VERBOSITY', '==', 'FALSE', ')', 'return', ';', 'first_line_verbose', '(', ')', ';', 'fprintf', '(', 'stdout', ',', '""""', ',', 'INDENT_LEVEL', ',', '""""', ')', ';', 'if', '(', 'prefix', ')', '{', 'fputs', '(', 'prefix', ',', 'stdout', ')', ';', '}', 'vfprintf', '(', 'stdout', ',', 'pattern', ',', 'ap', ')', ';', 'fflush', '(', 'stdout', ')', ';', 'va_end', '(', 'ap', ')', ';', 'GLOBAL_PRINT_COUNT', '++', ';', 'if', '(', '(', '*', 'pattern', '==', '0', ')', '||', '(', 'pattern', '[', 'strlen', '(', 'pattern', ')', '-', '1', ']', '!=', ""''"", ')', ')', '{', 'HANGING_OUTPUT', '=', '1', ';', '}', 'else', '{', 'HANGING_OUTPUT', '=', '0', ';', '}', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
708,"['mimetype_option_menu', '(', 'const', 'char', '*', 'zMimetype', ')', '{', 'unsigned', 'i', ';', 'cgi_printf', '(', '""""mimetype\\""""1\\""""', ')', ';', 'for', '(', 'i', '=', '0', ';', 'i', '<', 'sizeof', '(', 'azStyles', ')', '/', 'sizeof', '(', 'azStyles', '[', '0', ']', ')', ';', 'i', '+=', '2', ')', '{', 'if', '(', 'fossil_strcmp', '(', 'zMimetype', ',', 'azStyles', '[', 'i', ']', ')', '==', '0', ')', '{', 'cgi_printf', '(', '""""', '%', 's\\""""', ',', '(', 'azStyles', '[', 'i', ']', ')', ',', '(', 'azStyles', '[', 'i', '+', '1', ']', ')', ')', ';', '}', 'else', '{', 'cgi_printf', '(', '""""', '%', 's\\""""', ',', '(', 'azStyles', '[', 'i', ']', ')', ',', '(', 'azStyles', '[', 'i', '+', '1', ']', ')', ')', ';', '}', '}', 'cgi_printf', '(', '""""', ')', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
709,"['linuxOvercommitMemoryValue', '(', 'void', ')', '{', 'FILE', '*', 'fp', '=', 'fopen', '(', '""""', ',', '""""', ')', ';', 'char', 'buf', '[', '64', ']', ';', 'if', '(', '!fp', ')', 'return', '-', '1', ';', 'if', '(', 'fgets', '(', 'buf', ',', '64', ',', 'fp', ')', '==', 'NULL', ')', '{', 'fclose', '(', 'fp', ')', ';', 'return', '-', '1', ';', '}', 'fclose', '(', 'fp', ')', ';', 'return', 'atoi', '(', 'buf', ')', ';', '}']",CWE-119  True,CWE-120  True,CWE-469  True,CWE-476  False,CWE-other  False
710,"['getScaledParametersPS', '(', 'BOX', '*', 'box', ',', 'l_int32', 'wpix', ',', 'l_int32', 'hpix', ',', 'l_int32', 'res', ',', 'l_float32', 'scale', ',', 'l_float32', '*', 'pxpt', ',', 'l_float32', '*', 'pypt', ',', 'l_float32', '*', 'pwpt', ',', 'l_float32', '*', 'phpt', ')', '{', 'l_float32', 'winch', ',', 'hinch', ',', 'xinch', ',', 'yinch', ',', 'fres', ';', 'PROCNAME', '(', '""""', ')', ';', 'if', '(', 'res', '==', '0', ')', 'res', '=', 'DEFAULT_PRINTER_RES', ';', 'fres', '=', '(', 'l_float32', ')', 'res', ';', 'if', '(', 'scale', '==', '0', '.', '0', ')', 'scale', '=', '1', '.', '0', ';', 'if', '(', 'scale', '!=', '1', '.', '0', ')', '{', 'fres', '=', '(', 'l_float32', ')', 'res', '/', 'scale', ';', 'res', '=', '(', 'l_int32', ')', 'fres', ';', '}', 'if', '(', 'res', '<', 'MIN_RES', '||', 'res', '>', 'MAX_RES', ')', '{', 'L_WARNING_INT', '(', '""""', ',', 'procName', ',', 'res', ')', ';', 'res', '=', 'DEFAULT_PRINTER_RES', ';', 'fres', '=', '(', 'l_float32', ')', 'res', ';', '}', 'winch', '=', '(', 'l_float32', ')', 'wpix', '/', 'fres', ';', 'hinch', '=', '(', 'l_float32', ')', 'hpix', '/', 'fres', ';', 'xinch', '=', '(', '8', '.', '5', '-', 'winch', ')', '/', '2', '.', ';', 'yinch', '=', '(', '11', '.', '0', '-', 'hinch', ')', '/', '2', '.', ';', '}', 'else', '{', 'if', '(', 'box', '->', 'w', '==', '0', ')', 'winch', '=', '(', 'l_float32', ')', 'wpix', '/', 'fres', ';', 'winch', '=', '(', 'l_float32', ')', 'box', '->', 'w', '/', '1000', '.', ';', 'if', '(', 'box', '->', 'h', '==', '0', ')', 'hinch', '=', '(', 'l_float32', ')', 'hpix', '/', 'fres', ';', 'hinch', '=', '(', 'l_float32', ')', 'box', '->', 'h', '/', '1000', '.', ';', 'xinch', '=', '(', 'l_float32', ')', 'box', '->', 'x', '/', '1000', '.', ';', 'yinch', '=', '(', 'l_float32', ')', 'box', '->', 'y', '/', '1000', '.', ';', '}', 'if', '(', 'xinch', '<', '0', ')', 'L_WARNING', '(', '""""', ',', 'procName', ')', ';', 'if', '(', 'xinch', '+', 'winch', '>', '8', '.', '5', ')', 'L_WARNING', '(', '""""', ',', 'procName', ')', ';', 'if', '(', 'yinch', '<', '0', '.', '0', ')', 'L_WARNING', '(', '""""', ',', 'procName', ')', ';', 'if', '(', 'yinch', '+', 'hinch', '>', '11', '.', '0', ')', 'L_WARNING', '(', '""""', ',', 'procName', ')', ';', '*', 'pwpt', '=', '72', '.', '*', 'winch', ';', '*', 'phpt', '=', '72', '.', '*', 'hinch', ';', '*', 'pxpt', '=', '72', '.', '*', 'xinch', ';', '*', 'pypt', '=', '72', '.', '*', 'yinch', ';', 'return', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
711,"['isLinearized', '(', ')', '{', 'Parser', '*', 'parser', ';', 'Object', 'obj1', ',', 'obj2', ',', 'obj3', ',', 'obj4', ',', 'obj5', ';', 'GBool', 'lin', ';', 'lin', '=', 'gFalse', ';', 'obj1', '.', 'initNull', '(', ')', ';', 'parser', '=', 'new', 'Parser', '(', 'xref', ',', 'new', 'Lexer', '(', 'xref', ',', 'str', '->', 'makeSubStream', '(', 'str', '->', 'getStart', '(', ')', ',', 'gFalse', ',', '0', ',', '&', 'obj1', ')', ')', ',', 'gTrue', ')', ';', 'parser', '->', 'getObj', '(', '&', 'obj1', ')', ';', 'parser', '->', 'getObj', '(', '&', 'obj2', ')', ';', 'parser', '->', 'getObj', '(', '&', 'obj3', ')', ';', 'parser', '->', 'getObj', '(', '&', 'obj4', ')', ';', 'if', '(', 'obj1', '.', 'isInt', '(', ')', '&&', 'obj2', '.', 'isInt', '(', ')', '&&', 'obj3', '.', 'isCmd', '(', '""""', ')', '&&', 'obj4', '.', 'isDict', '(', ')', ')', '{', 'obj4', '.', 'dictLookup', '(', '""""', ',', '&', 'obj5', ')', ';', 'if', '(', 'obj5', '.', 'isNum', '(', ')', '&&', 'obj5', '.', 'getNum', '(', ')', '>', '0', ')', '{', 'lin', '=', 'gTrue', ';', '}', 'obj5', '.', 'free', '(', ')', ';', '}', 'obj4', '.', 'free', '(', ')', ';', 'obj3', '.', 'free', '(', ')', ';', 'obj2', '.', 'free', '(', ')', ';', 'obj1', '.', 'free', '(', ')', ';', 'delete', 'parser', ';', 'return', 'lin', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
712,"['checkNotify', '(', ')', '{', 'if', '(', 'm_loading', ')', 'return', ';', 'for', '(', 'QHashIterator', '<', 'CachedObjectClient', '*', ',', 'CachedObjectClient', '*', '>', 'it', '(', 'm_clients', ')', ';', 'it', '.', 'hasNext', '(', ')', ';', ')', 'it', '.', 'next', '(', ')', '.', 'value', '(', ')', '->', 'notifyFinished', '(', 'this', ')', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
713,"['camel_store_get_inbox_folder', '(', 'CamelStore', '*', 'store', ',', 'gint', 'io_priority', ',', 'GCancellable', '*', 'cancellable', ',', 'GAsyncReadyCallback', 'callback', ',', 'gpointer', 'user_data', ')', '{', 'CamelStoreClass', '*', 'class', ';', 'g_return_if_fail', '(', 'CAMEL_IS_STORE', '(', 'store', ')', ')', ';', 'class', '=', 'CAMEL_STORE_GET_CLASS', '(', 'store', ')', ';', 'g_return_if_fail', '(', 'class', '->', 'get_inbox_folder', '!=', 'NULL', ')', ';', 'class', '->', 'get_inbox_folder', '(', 'store', ',', 'io_priority', ',', 'cancellable', ',', 'callback', ',', 'user_data', ')', ';', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  True,CWE-other  True
714,"['doflags', '(', 'FILE', '*', 'fp', ',', 'struct', 'fetchinfo', '*', 'fi', ',', 'struct', 'imapscaninfo', '*', 'i', ',', 'unsigned', 'long', 'msgnum', ',', 'struct', 'rfc2045', '*', 'mimep', ')', '{', 'struct', 'libmail_kwMessageEntry', '*', 'kme', ';', 'char\tbuf', '[', '256', ']', ';', '#if', 'if', '(', 'smapflag', ')', '{', 'writes', '(', '""""', ')', ';', 'get_message_flags', '(', 'i', '->', 'msgs', '+', 'msgnum', ',', 'buf', ',', '0', ')', ';', 'writes', '(', 'buf', ')', ';', '}', '{', 'struct', 'libmail_kwMessage', '*', 'km', ';', 'writes', '(', '""""', ')', ';', 'get_message_flags', '(', 'i', '->', 'msgs', '+', 'msgnum', ',', 'buf', ',', '0', ')', ';', 'writes', '(', '""""', ')', ';', 'writes', '(', 'buf', ')', ';', 'if', '(', 'buf', '[', '0', ']', ')', 'strcpy', '(', 'buf', ',', '""""', ')', ';', 'if', '(', '(', 'km', '=', 'i', '->', 'msgs', '[', 'msgnum', ']', '.', 'keywordMsg', ')', '!=', 'NULL', ')', 'for', '(', 'kme', '=', 'km', '->', 'firstEntry', ';', 'kme', ';', 'kme', '=', 'kme', '->', 'next', ')', '{', 'writes', '(', 'buf', ')', ';', 'strcpy', '(', 'buf', ',', '""""', ')', ';', 'writes', '(', 'keywordName', '(', 'kme', '->', 'libmail_keywordEntryPtr', ')', ')', ';', '}', 'writes', '(', '""""', ')', ';', '}', 'i', '->', 'msgs', '[', 'msgnum', ']', '.', 'changedflags', '=', '0', ';', '}']",CWE-119  True,CWE-120  True,CWE-469  False,CWE-476  False,CWE-other  False
715,"['usbhsc_hotplug', '(', 'struct', 'usbhs_priv', '*', 'priv', ')', '{', 'struct', 'platform_device', '*', 'pdev', '=', 'usbhs_priv_to_pdev', '(', 'priv', ')', ';', 'struct', 'usbhs_mod', '*', 'mod', '=', 'usbhs_mod_get_current', '(', 'priv', ')', ';', 'int', 'id', ';', 'int', 'enable', ';', 'int', 'cable', ';', 'int', 'ret', ';', '/', '*', '*', 'get', 'vbus', 'status', 'from', 'enable', '=', 'usbhs_platform_call', '(', 'priv', ',', 'get_vbus', ',', 'pdev', ')', ';', '/', '*', '*', 'get', 'id', 'from', 'id', '=', 'usbhs_platform_call', '(', 'priv', ',', 'get_id', ',', 'pdev', ')', ';', 'if', '(', 'enable', '&&', '!mod', ')', '{', 'if', '(', 'priv', '->', 'edev', ')', '{', 'cable', '=', 'extcon_get_cable_state_', '(', 'priv', '->', 'edev', ',', 'EXTCON_USB_HOST', ')', ';', 'if', '(', '(', 'cable', '>', '0', '&&', 'id', '!=', 'USBHS_HOST', ')', '||', '(', '!cable', '&&', 'id', '!=', 'USBHS_GADGET', ')', ')', '{', 'dev_info', '(', '&', 'pdev', '->', 'dev', ',', '""""', ')', ';', 'return', ';', '}', '}', 'ret', '=', 'usbhs_mod_change', '(', 'priv', ',', 'id', ')', ';', 'if', '(', 'ret', '<', '0', ')', 'return', ';', 'dev_dbg', '(', '&', 'pdev', '->', 'dev', ',', '""""', ',', '__func__', ')', ';', 'if', '(', 'usbhsc_flags_has', '(', 'priv', ',', 'USBHSF_RUNTIME_PWCTRL', ')', ')', 'usbhsc_power_ctrl', '(', 'priv', ',', 'enable', ')', ';', 'usbhsc_set_buswait', '(', 'priv', ')', ';', 'usbhsc_bus_init', '(', 'priv', ')', ';', 'usbhs_mod_call', '(', 'priv', ',', 'start', ',', 'priv', ')', ';', '}', 'else', 'if', '(', '!enable', '&&', 'mod', ')', '{', 'dev_dbg', '(', '&', 'pdev', '->', 'dev', ',', '""""', ',', '__func__', ')', ';', 'usbhs_mod_call', '(', 'priv', ',', 'stop', ',', 'priv', ')', ';', 'usbhsc_bus_init', '(', 'priv', ')', ';', 'if', '(', 'usbhsc_flags_has', '(', 'priv', ',', 'USBHSF_RUNTIME_PWCTRL', ')', ')', 'usbhsc_power_ctrl', '(', 'priv', ',', 'enable', ')', ';', 'usbhs_mod_change', '(', 'priv', ',', '-', '1', ')', ';', 'usbhs_platform_call', '(', 'priv', ',', 'phy_reset', ',', 'pdev', ')', ';', '}', '}']",CWE-119  False,CWE-120  False,CWE-469  False,CWE-476  False,CWE-other  False
716,"['check_attendee', '(', 'icalproperty', '*', 'p', ',', 'struct', 'options_struct', '*', 'opt', ')', '{', 'const', 'char', '*', 's', '=', 'icalproperty_get_attendee', '(', 'p', ')', ';', 'char', '*', 'lower_attendee', '=', 'lowercase', '(', 's', ')', ';', 'char', '*', 'local_attendee', '=', 'opt', '->', 'calid', ';', 'if', '(', 'strncmp', '(', 'lower_attendee', ',', '""""', ',', '7', ')', '==', '0', ')', '{', 'lower_attendee', '+=', '7', ';', 'if', '(', 'strcmp', '(', 'lower_attendee', ',', 'local_attendee', ')', '==', '0', ')', '{', 'return', '1', ';', '}', 'lower_attendee', '-=', '7', ';', 'free', '(', 'lower_attendee', ')', ';', '}', 'return', '0', ';', '}']",CWE-119  True,CWE-120  True,CWE-469  False,CWE-476  False,CWE-other  False
